vehicleId, time, type, last state, creationStep, lastStep, traveledDistance, emergencyBrakes
truck_flow.172,115,Truck,FINISHED,880,995,2774.605694440727,0,
truck_flow.173,113,Truck,FINISHED,885,998,2776.8983840973965,0,
truck_flow.170,28,Truck,COLLIDED,869,897,581.3214358787224,0,
truck_flow.171,115,Truck,FINISHED,875,990,2783.515341678749,0,
normal_2.30,93,Car,FINISHED,75,168,2779.4812213784885,0,
normal_2.31,94,Car,FINISHED,78,172,2777.420623404254,1,
truck_flow.169,120,Truck,FINISHED,865,985,2772.9191517631257,0,
normal_2.32,30,Car,COLLIDED,80,110,946.7093973824265,0,
normal_2.33,96,Car,FINISHED,84,180,2768.584140939476,2,
truck_flow.167,113,Truck,FINISHED,854,967,2767.2607224572967,0,
normal_2.34,95,Car,FINISHED,86,181,2769.589046747954,0,
truck_flow.168,118,Truck,FINISHED,859,977,2774.788021404024,0,
normal_2.35,99,Car,FINISHED,88,187,2777.4788152865162,0,
truck_flow.165,125,Truck,FINISHED,844,969,2780.4107865073934,0,
normal_2.36,102,Car,FINISHED,90,192,2789.9372466463014,0,
truck_flow.166,139,Truck,FINISHED,848,987,2786.6226135565853,0,
normal_2.37,97,Car,FINISHED,93,190,2775.4629533452153,0,
normal_2.38,98,Car,FINISHED,95,193,2780.966892548784,0,
normal_2.39,99,Car,FINISHED,98,197,2781.212631088033,1,
truck_flow.163,113,Truck,FINISHED,835,948,2772.7856274167452,0,
truck_flow.164,114,Truck,FINISHED,840,954,2777.160800042672,0,
truck_flow.161,114,Truck,FINISHED,825,939,2786.131589949701,0,
truck_flow.162,112,Truck,FINISHED,830,942,2773.271505647331,0,
truck_flow.160,146,Truck,FINISHED,819,965,2791.7597881629626,0,
truck_flow.158,114,Truck,FINISHED,809,923,2765.049172389433,0,
truck_flow.159,116,Truck,FINISHED,814,930,2771.8263100659706,0,
truck_flow.156,115,Truck,FINISHED,798,913,2789.723821040133,0,
truck_flow.157,113,Truck,FINISHED,804,917,2776.0139388838193,0,
